AA  *1782   DFW  CLT    555P    915P        165
AA  *1782   CLT  EWR    1018P   1159P       165
AA  2323    DFW  ORD    430P    650P        140
AA  *4230   ORD  EWR    735P    1030P       76
AA  2323    DFW  ORD    430P    650P        140
AA  336 ORD  LGA    800P    1100P       150
AA  2270    DFW  DCA    500P    840P        150
AA  *2196   DCA  LGA    1000P   1106P       120
